slug,term,code,opus,sonnet,detector,tier,severity,explanation
repurchase-agreement-accounted-for-as-a-collateralized-borrowing,Repurchase Agreement Accounted for as a Collateralized Borrowing,SCOPECONF,True,False,False,one model,2,"The entry itself states that the same label carries the opposite meaning in some industries, so the term has more than one meaning in practice."
repurchase-agreement-accounted-for-as-a-collateralized-borrowing,Repurchase Agreement Accounted for as a Collateralized Borrowing,INCONS,True,False,False,one model,1,"The entry embeds its own definition of repurchase agreement. That definition is narrower (securities only, sale framing) than the separate Repurchase Agreement entry, which covers financial assets exchanged for cash, securities or letters of credit."
requisite-service-period,requisite service period,CIRC,True,False,True,one model,1,"The entry is in a cycle with service condition, but only through the presumption sentence. The core definition (the period during which an employee is required to provide service) can be understood without the partner entry."
residual-value,residual value,INCONS,True,False,False,one model,1,"The generic term is limited to intangible assets, while residual value is also used for other assets elsewhere in the Codification (for example leased assets). The entry does not state that its scope is limited to Subtopic 350-30."
restate-translate,restate-translate,STALE,False,True,False,one model,1,"This method relates to constant-purchasing-power/current-cost reporting under old FAS 89 guidance (Topic 255), which is now voluntary and rarely applied in practice, indicating the underlying guidance is largely superseded in practical use even though the Topic remains in the Codification."
restricted-net-assets,restricted net assets,POINTER,True,True,True,both models,2,"The entry defines nothing itself. It only refers to the SEC rule reproduced in the Codification. The target exists, so the pointer is not dangling."
restructuring,restructuring,NONAUTH,True,True,True,both models,3,"The definition is attributed to IAS 37, a 2002 IFRS standard, which is not authoritative U.S. GAAP. The substantive wording is reproduced, so the entry can still be applied."
return-of-capital,return of capital,UNDEF,False,True,False,one model,1,"The term 'tax-basis earnings and profits' is used without being defined elsewhere in the glossary, though its meaning is reasonably inferable from tax accounting context."
reverse-repurchase-agreement-accounted-for-as-a-collateralized-borrowing,Reverse Repurchase Agreement Accounted for as a Collateralized Borrowing,SELF,False,True,False,one model,2,"The definition restates the term itself in its own definition, using the term to define the term with minimal added content beyond a synonym swap."
reverse-repurchase-agreement-accounted-for-as-a-collateralized-borrowing,Reverse Repurchase Agreement Accounted for as a Collateralized Borrowing,SCOPECONF,True,False,False,one model,1,"The entry itself acknowledges that the label is used with the opposite meaning in some industries. This is one word with several meanings, which can confuse readers."
reverse-repurchase-agreement-accounted-for-as-a-collateralized-borrowing,Reverse Repurchase Agreement Accounted for as a Collateralized Borrowing,INCONS,False,True,False,one model,2,"The entry is titled 'accounted for as a collateralized borrowing' but the body describes it as 'accounted for as a collateralized lending,' creating an internal contradiction that impairs understanding of which party's accounting treatment the term denotes."
revolving-period-securitizations,revolving-period securitizations,UNDEF,True,False,False,one model,1,"The definition relies on 'special-purpose entity', a technical term that has no Master Glossary entry, particularly after the qualifying SPE concept was removed by ASU 2009-16."
risk-of-antiselection,risk of antiselection,MALFORMED,False,True,False,one model,1,"The definition is terse and grammatically awkward ('lower terminations of poor risks'), making the intended meaning (that poor risks tend to persist while good risks lapse) unclear without additional context."
rollup,rollup,HOMONYM,False,True,False,one model,1,"Rollup and rollout are distinct but closely related and easily confused terms describing different ways of forming a master limited partnership; the entries do not cross-reference each other or clarify the distinction, risking confusion though they are not literally homonyms."
rotable-parts,rotable parts,SELF,False,True,False,one model,1,"The definition restates the term itself at the start, though it does add contrastive content distinguishing rotable from expendable parts, so the self-reference is only mildly tautological."
row-crops,row crop,POINTER,True,True,True,both models,2,"The entry defines nothing itself and only refers the reader to the Field and Row Crops entry. The target term exists, so the reader can still find the definition."
royalties,royalties,INCONS,True,False,False,one model,1,"A generic word is defined only in its music-industry sense from Topic 928, and the entry does not limit itself to that Topic. The Codification also uses ""royalties"" more broadly, for example for sales-based or usage-based royalties on licenses of intellectual property."
sale-leaseback-accounting,Sale-Leaseback Accounting,STALE,True,True,True,both models,3,"The entry is only a supersession notice with no definition, yet it is still linked from one Codification location. A reader following the link finds nothing to apply."
saleable-hydrocarbons,Saleable Hydrocarbons,SELF,True,False,False,one model,1,"The definition largely restates 'saleable'. Its only added content is the delivered-state condition, so the circularity is cosmetic."
sales-type-lease,Sales-Type Lease,CIRC,True,True,True,both models,2,"The entry forms a cycle with 'operating lease', which is defined as any lessor lease other than a sales-type or direct financing lease. The reference is anchored to paragraph 842-10-25-3A, so the classification can be resolved without the glossary 'operating lease' definition. The cycle is therefore only nominal."
securities-custodian,securities custodian,SELF,False,True,False,one model,2,"The definition restates the term 'securities custodian' as part of describing what it 'may be,' offering a circumstantial description rather than a clear, contentful definition of the role, which risks being tautological rather than explanatory."
securities-custodian,securities custodian,UNDEF,True,False,False,one model,1,"The entry relies on 'securities transfer system' and 'transfer system operator', which no glossary entry defines."
securities-custodian,securities custodian,MALFORMED,True,False,False,one model,2,"The text does not define the term. It gives a permissive example ('may be') and adds an unrelated clause about book entry securities existing in electronic form. It reads as descriptive text lifted from the paragraph, not a definition."
separate-account,separate account,INCONS,True,False,False,one model,2,"The definition limits separate accounts to investing plan assets, but Topic 944 (944-80, 815-944) uses separate accounts for insurance and variable annuity contract holders' funds generally. That usage goes beyond the plan-only definition."
separately-priced-contracts,Separately priced contracts,STALE,True,False,False,one model,2,"The only linking paragraph is in Subtopic 605-20. Its guidance on separately priced extended warranty contracts was superseded by the revenue guidance in Topic 606, so the term now depends on superseded guidance."
service,Service,INCONS,False,True,False,one model,2,"The glossary defines 'Service' solely in the narrow context of pension plan accounting, yet the term 'service' is used broadly throughout the Codification (e.g., stock compensation, customer service arrangements) with different, non-pension meanings, creating a mismatch between the generic entry name and its restricted scope."
service-condition,Service Condition,CIRC,True,True,True,both models,2,"Service condition relies on requisite service period, and the requisite service period definition in turn relies on service conditions to set its presumed length. Both entries carry independent content, so the cycle impairs understanding only slightly."
service-corporation,service corporations,SELF,True,False,False,one model,2,"The entry describes what a REIT may do with a service corporation and what services it may provide, but never states what a service corporation is (its legal form or relationship to the REIT). It relies on the term itself instead of giving a defining genus."
service-inception-date,Service Inception Date,CIRC,False,True,True,one model,1,"Service inception date is defined by reference to grant date, and grant date's definition references the mutual understanding process that can precede service inception date in some cases, but understanding service inception date does not require fully resolving grant date's definition; this is a weak/borderline cycle, low severity."
settlement-of-a-pension-or-postretirement-benefit-obligation,settlement,HOMONYM,True,True,True,both models,2,"This entry shares the name 'settlement' with the share-based payment entry. The entry does not state where each meaning applies, but its content (pension or postretirement benefit obligation) makes the context evident."
settlement-of-an-award,settlement,HOMONYM,True,True,True,both models,2,"This entry shares the name 'settlement' with the pension/postretirement entry. The entry has no explicit scope statement, but its content (share-based payment award) makes the context evident."
shares,shares,SELF,True,False,False,one model,2,"The entry only extends the term to include other interests. It never states what a share is, so the core meaning must come from ordinary usage."
shares,shares,NONAUTH,True,False,False,one model,1,The parenthetical on owners and equity terminology comes from Concepts Statement material. It explains equity naming conventions rather than defining shares.
significant-changes,significant,STALE,True,True,True,both models,3,"The definition has been superseded and its transition dates have passed, so the displayed definition is no longer operative guidance."
significant-changes,significant,PENDING,True,True,True,both models,2,"The current definition and the pending supersession note are concatenated in one entry, and the two versions differ (definition versus removal)."
significant-changes,significant,MALFORMED,False,True,False,one model,2,"The glossary term is labeled simply 'significant' but the definition actually describes 'significant changes' to a film, creating a mismatch between the entry name and its content."
significant-geographic-area,significant geographic area,POINTER,True,True,True,both models,2,"The entry defines nothing itself and only refers to the SEC rule text. The target exists, since the linked paragraph reproduces Rule 9-05, so the DANGLING flag is a false positive."
significant-influence,significant influence,POINTER,True,True,True,both models,2,"This is a pointer-only entry. The referenced paragraphs exist in Subtopic 323-10 and supply the definition, so it is usable, but the glossary itself gives no content."
significant-oil-and-gas-producing-activities,Significant Activities,DANGLING,False,True,True,one model,1,"The definition references a specific paragraph for a term (oil- and gas-producing activities) that may not exist or be locatable in the current Codification snapshot, though this cannot be confirmed with certainty."
significant-oil-and-gas-producing-activities,Significant Activities,STALE,True,False,False,one model,1,"The criteria rely on the legacy industry-segment notion from superseded segment guidance, not on Topic 280's operating segments. The entry defines the notion inline, so it remains applicable. The DANGLING flag for 932-235-50-24 is not substantiated, because that paragraph exists in Topic 932."
significant-oil-and-gas-producing-activities,Significant Activities,MALFORMED,False,True,False,one model,2,"The glossary term is labeled 'Significant Activities' while the entry defines 'significant oil- and gas-producing activities,' a mismatch between term name and defined concept."
simultaneous-equations-method,simultaneous-equations,MALFORMED,True,True,False,both models,1,"The entry name omits 'method', although the text defines a method. The linked paragraph uses 'simultaneous-equations methods'. This is a cosmetic mismatch between the name and what is defined."
specialized-skills,specialized skills,MALFORMED,True,False,False,one model,1,"The term is 'specialized skills', but the text defines services that require them. The definition is still applicable in 958-605-25-16(b), so the mismatch is cosmetic."
split-interest-agreement,Split-Interest Agreement,CIRC,False,True,True,one model,2,"The entry defines split-interest agreement partly by reference to 'lead interest' and 'remainder interest,' each of which is in turn defined by reference back to 'split-interest agreement,' forming a small mutual-reference cycle that a reader must traverse to fully understand any one term."
springing-lock-box-arrangement,springing lock-box arrangement,MALFORMED,True,True,False,both models,2,"The entry is a sentence copied from guidance about borrowings, not a definition. The term's meaning sits only in the trailing 'whereby' clause, which also switches from 'borrower' to 'debtor'."
standby-letter-of-credit,Standby letters of credit,STALE,True,False,False,one model,1,"The exclusion appears to rely on an older banking-regulation reference. The current Federal Reserve Regulation M addresses consumer leasing, and rules on foreign branches of U.S. banks are now found elsewhere, so the cross-reference is probably outdated. This is not certain from the supplied evidence."
standby-letter-of-credit,Standby letters of credit,MALFORMED,True,True,False,both models,1,"The entry name is plural, but the definition defines the singular 'A letter of credit'. This is a cosmetic mismatch."
stop-loss-arrangement,stop-loss arrangements,MALFORMED,True,True,False,both models,1,"The entry for 'stop-loss arrangements' describes how such arrangements operate rather than stating what one is. The meaning can be inferred, but the entry is not phrased as a definition."
stop-loss-insurance,stop-loss insurance,INCONS,True,False,False,one model,2,"The definition limits stop-loss insurance to contracts that indemnify providers. In 450-954-25-1, however, the provider itself gives aggregate stop-loss insurance to self-insured employers, so the provider is the insurer. The definition therefore does not match how the Codification uses the term."
stub-period,stub period,STALE,True,True,False,both models,1,"The explanation is built around LIBOR-based swaps, a benchmark that has been discontinued. The concept of a stub period still applies, but the illustrative framing is dated."
supply-cooperative,Supply,POINTER,False,True,False,one model,1,"The entry ends with a bare cross-reference to another term rather than fully explaining the relationship, though it does provide a substantive definition first, so this is a minor rather than disqualifying defect."
supply-cooperative,Supply,MALFORMED,True,True,False,both models,2,"The entry name is truncated to 'Supply', but the entry defines a supply cooperative ('A cooperative that supplies to its patrons...'). The name does not match the defined term."
support-equipment-and-facilities,support equipment and facilities,SELF,True,False,False,one model,1,"The definition uses the term itself as its genus. The industry context and the list of examples give it usable content, but it never states what makes equipment 'support' equipment."
supporting-activities,supporting activities,CIRC,False,True,True,one model,2,"Supporting activities is defined partly in terms of 'management and general activities,' which in turn is defined as the residual category of supporting activities not otherwise identifiable as fundraising or membership-development activities (themselves listed as types of supporting activities). Understanding either term fully requires the other, forming a circular dependency."
synthetic-instrument-accounting,Synthetic instrument accounting,SELF,False,True,False,one model,1,"The definition restates the term at the start but goes on to add substantive content about its purpose and prohibition, so this is a restatement rather than a pure tautology."
take-or-pay-contract,take-or-pay,MALFORMED,True,False,False,one model,1,"The entry name is the bare modifier 'take-or-pay', but the text defines a noun ('An agreement between a purchaser and a seller'), i.e., a take-or-pay contract. This is cosmetic, because the Codification uses the phrase 'take-or-pay and throughput contracts'."
tax-or-benefit,tax (or benefit),SELF,False,True,False,one model,1,"The definition begins by repeating the term itself before adding the substantive content, a mild tautological framing though the rest of the sentence supplies real content."
tax-position,tax position,CIRC,True,False,True,one model,1,"The entry sits in a genuine cycle. Tax position refers to deferred tax assets, which depend on deductible temporary differences and then on temporary difference. Temporary difference is in turn defined via the tax basis 'computed pursuant to the requirements in Subtopic 740-10 for tax positions'. The core meaning of tax position can still be grasped without resolving the cycle, so the impact is minor."
taxable-temporary-difference,taxable,UNDEF,False,True,False,one model,1,"Relies on the Temporary Difference entry, which itself is part of a defined dependency cycle; minor since the core definition here is self-contained."
temporary-difference,Temporary Difference,CIRC,True,True,True,both models,2,"Temporary difference depends on tax position. Tax position is defined through deferred tax assets and liabilities, which are in turn defined through temporary differences. The loop is real but weak: the core meaning (a basis difference that produces future taxable or deductible amounts) can be understood without resolving it."
tentative-minimum-tax,tentative minimum tax,POINTER,False,True,False,one model,1,"Adds a pointer to another term for full context, though the entry does provide a substantive short definition of its own."
terminating-plan,terminating plans,MALFORMED,False,True,False,one model,1,"The entry key is singular while the glossary term itself and all usages are plural ('terminating plans'), a minor naming mismatch."
termination,Termination,SCOPECONF,False,True,False,one model,1,"The generic word 'Termination' is defined narrowly for insurance contexts without an explicit statement that the term carries different meanings elsewhere in GAAP (e.g., lease or contract termination), though usage context here is consistently insurance-related."
termination,Termination,INCONS,True,False,False,one model,2,"The entry is framed as a general meaning but is insurance-specific. The Codification uses 'termination' widely for employment, plans, leases and contracts (for example Termination Benefits, terminating plans). The entry's own examples (death, maturities, contract modifications) also go beyond a 'failure to renew'. The entry does not state that it applies only to Topic 944."
termination-indemnities,termination indemnities,MALFORMED,True,False,False,one model,1,"The phrase 'usually or more frequently' is awkward, redundant wording in the FASB text. This is cosmetic only."
theoretical-investment,theoretical investment,POINTER,True,True,True,both models,2,"The entry defines nothing and only sends the reader to another entry. That target does interpret 'theoretical investments', so the pointer resolves; the DANGLING flag looks like a false positive. The apparent cycle is only the target mentioning the term it defines, not true mutual dependence."
time-and-material-contracts,A time-and-material contract,STALE,True,False,False,one model,1,"One of the two linking paragraphs is in Subtopic 605-35, which was superseded by Topic 606."
time-and-material-contracts,A time-and-material contract,MALFORMED,True,True,False,both models,1,"The entry name includes the article ""A"", copied from list text in 605-35-15-4, and the definition speaks of plural ""Contracts""."
time-share,time-share,POINTER,True,True,True,both models,2,The entry provides no definition and only refers the reader to the entry for Interval.
time-sharing-interest,time-sharing interests,POINTER,True,True,True,both models,1,The entry defines nothing itself and only sends the reader to Interval. It works as a synonym cross-reference because Interval is a defined term used alongside it in 330-978-05-1.
time-sharing-special-purpose-entity,special-purpose entity,HOMONYM,True,False,False,one model,1,"The generic term 'special-purpose entity' is given a meaning limited to time-sharing transactions. The entry does not state that it applies only to Topic 978, although 'time-sharing real estate' implies that scope."
time-sharing-special-purpose-entity,special-purpose entity,SCOPECONF,False,True,False,one model,2,"The term 'special-purpose entity' is used elsewhere in GAAP (e.g., consolidation and variable interest entity guidance) with a much broader meaning; this entry defines a narrow time-sharing-specific sense without indicating that the term has other, different meanings in other Topics."
top-off-provision,top-off,POINTER,True,True,True,both models,1,The entry defines nothing itself and only refers to Make-Whole Provision. It serves as an adequate synonym cross-reference to an existing glossary term.
trading-purposes,trading purposes,POINTER,True,False,False,one model,2,"Apart from saying the test rests on intent, the entry mostly defers to another paragraph for its meaning. It gives no standalone definition of trading purposes."
trading-purposes,trading purposes,INCONS,True,False,False,one model,1,"Paragraph 320-10-25-1(a) is a classification rule, not a definition. The glossary itself defines trading and trading securities, so the reference is imprecise."
traditional-12b-1-plan,traditional 12b-1 plan,NONAUTH,False,True,False,one model,1,"The definition's content is anchored to an SEC regulation (Rule 12b-1) rather than to FASB GAAP, though the definition remains understandable and the SEC rule is used only as contextual identification of the plan type."
transaction,Transaction,NONAUTH,True,True,True,both models,2,"The current version cites a nonauthoritative Concepts Statement. The definition text itself is self-contained, so the citation is only a reference."
transaction,Transaction,PENDING,True,True,True,both models,1,Current and pending versions are shown together. They differ only in that the pending version removes the Concepts Statement reference.
transfer,Transfer,NONAUTH,True,True,True,both models,3,The current version gives no content of its own. Its meaning is taken entirely from a nonauthoritative Concepts Statement.
transfer,Transfer,SCOPECONF,True,True,True,both models,2,"The entry itself states that the word has a different, narrower meaning in Subtopic 860-10."
transfer,Transfer,PENDING,True,True,True,both models,2,"The pending version drops the Concepts Statement reference but gives no replacement meaning. The two concatenated versions differ, and the pending one leaves 'broad sense' unexplained."
transferred-financial-assets,Transferred Financial Assets,MALFORMED,True,False,False,one model,1,"The term names assets, but the text defines transfers. The entry name does not match what is defined, although the intended meaning is clear."
transition-asset,transition asset,STALE,True,False,False,one model,1,The definition is tied to the historical initial application of the postretirement guidance. The transition amounts are now largely of historical relevance only.
transition-obligation,transition obligation,STALE,True,False,False,one model,1,The definition is tied to the historical initial application of the postretirement guidance. The transition amounts are now largely of historical relevance only.
translation,translation,POINTER,True,True,True,both models,1,"The entry defines nothing itself and only redirects to Foreign Currency Translation. That target exists, so the redirect works, but the entry is pointer-only."
uncommitted-loans,Uncommitted loans,MALFORMED,True,False,False,one model,1,The entry name is plural but the text defines the singular. The mismatch is cosmetic only.
uncompleted-wells-equipment-and-facilities,"Uncompleted wells, equipment, and facilities",SELF,True,True,False,both models,2,"The definition opens by repeating the term itself. Its only added content is a list of costs for items that are 'not yet completed', which restates 'uncompleted' without saying what completion means."
undeveloped-oil-and-gas-reserves,Undeveloped Oil and Gas Reserves,POINTER,True,True,True,both models,2,"The entry defines nothing itself and only refers the reader to the SEC rule text reproduced in 932-10-S99-1. That target exists and supplies the definition, so the pointer is not dangling and the entry is usable."
unfunded-projected-benefit-obligation,unfunded projected benefit obligation,INCONS,True,False,False,one model,1,"The definition compares the obligation with plan assets without saying how they are measured. Paragraph 715-30-25-1 compares it with the fair value of plan assets, and the parallel postretirement entry also says fair value. This is a minor imprecision, because plan assets are measured at fair value in any case."
unguaranteed-residual-value,unguaranteed residual value,STALE,True,False,False,one model,2,"The term and the linking paragraph come from superseded Topic 840 lease concepts (minimum lease payments). Topic 842 uses 'unguaranteed residual asset' instead, so the entry depends on superseded guidance."
unit-of-account,Unit of Account,INCONS,True,False,False,one model,1,The definition limits unit of account to recognition purposes. Topic 820 also applies it to disclosure purposes.
unit-price-contracts,A unit-price contract,STALE,True,False,False,one model,1,One of the two linking paragraphs is in superseded Subtopic 605-35.
unit-price-contracts,A unit-price contract,MALFORMED,True,True,False,both models,1,"The entry name includes the article ""A"", copied from list text, and the definition speaks of plural ""Contracts""."
unitized,unitized,POINTER,True,True,True,both models,3,The entry defines nothing and only refers the reader elsewhere.
unitized,unitized,DANGLING,True,True,True,both models,3,"The target is not a Master Glossary term and no paragraph reference is given, so the reader cannot find a definition of 'unitized'."
unproved-properties,unproved properties,SELF,False,True,False,one model,1,"The definition largely restates the term negatively by reference to 'proved reserves' rather than substantively describing what unproved properties are, though it does add minimal distinguishing content."
unrecognized-tax-benefit,unrecognized tax benefit,MALFORMED,True,False,False,one model,1,"The sentence subtracts a benefit from a 'tax position', which is a category mismatch. It is intended to mean the benefit of the tax position as taken, and the meaning is recoverable."
unsecured-claim,unsecured claim,MALFORMED,True,False,False,one model,2,"Wording is garbled. A secured claim is by construction limited to the value of the collateral, so the intended phrase is the excess of the creditor's total claim. Also, the election to treat the entire claim as secured belongs to the creditor, not the debtor."
valuation-allowance,valuation allowance,CIRC,True,True,True,both models,2,"Valuation allowance depends on deferred tax asset, and that entry refers back to the valuation allowance. The cycle is real in the dependency graph. Deferred tax asset can still be understood without knowing what a valuation allowance is, so the cycle does not block application."
valuation-of-assets,Valuation of assets,NONAUTH,False,True,False,one model,2,SEC Regulation S-X content is not authoritative GAAP for nongovernmental entities under Topic 105; it is reproduced for reference only.
valuation-of-assets,Valuation of assets,POINTER,True,True,True,both models,3,"The entry defines nothing and only refers the reader to SEC rule text. The target paragraph does exist (it is linked from 205-962-S99-1), so the DANGLING flag is a false positive."
valuation-of-assets,Valuation of assets,DANGLING,False,True,True,one model,2,"The paragraph cited does not match the actual codification location shown in the linking data (205-962-S99-1), suggesting the pointer target is mislabeled or nonexistent."
valuation-of-assets,Valuation of assets,MALFORMED,True,False,False,one model,1,"The entry is named 'Valuation of assets', but the text says it points to the definition of 'value'. The name does not match what is referenced."
value,Value,NONAUTH,False,True,False,one model,2,"Reliance on SEC Regulation S-X content, which is not authoritative U.S. GAAP under Topic 105, to supply the actual definition."
value,Value,POINTER,True,True,True,both models,3,"The entry is pointer-only. It sends the reader to two alternative SEC sources without saying which applies when. The target 946-10-S99-2 exists, so the DANGLING flag is a false positive."
value-beyond-proven-and-probable-reserves,value beyond proven and probable reserves,UNDEF,True,False,False,one model,1,"The definition rests on the reserve categories 'proven' and 'probable', which come from SEC mining disclosure rules. The entry itself does not define them."
value-in-use,value in use,STALE,False,True,False,one model,2,"The sole linking paragraph is in Topic 255, Changing Prices, guidance that is largely superseded and rarely applied, raising doubt about the term's current authoritative status."
variable-interests,Variable Interests,CIRC,True,True,True,both models,2,"Variable interests are defined through expected losses and expected residual returns. Those terms are in turn defined as variability in the fair value of net assets 'exclusive of variable interests'. The definition itself also measures change in net assets 'exclusive of variable interests', so applying the term requires the concepts that depend on it. The DANGLING flag is a false positive: paragraphs 810-10-25-55 and 810-10-55-16 through 55-41 exist in the Codification."
variable-rate-forward-contracts,variable-rate forward contract,STALE,True,False,False,one model,1,"The illustrative index is LIBOR, which has been discontinued. It is only an example, so the definition still works."
vest,Vest,MALFORMED,True,False,False,one model,1,"The closing sentence is grammatically garbled. 'and the end of ... period' does not attach coherently to 'for which', although the intended meaning is recoverable."
wrap,wraps,INCONS,True,False,False,one model,1,"The entry is labeled with the verb form 'wraps' and defines a practice (a noun sense). The linked paragraph uses it as a verb ('feature that wraps a noninsurance contract'). The meaning is still clear, so the mismatch is cosmetic."
